Format,2.0A,
Memory Length,5000,
Trigger Level,0.00V,
Source,CH1,
Label, ,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,-5.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E+00,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Sampling Period,2.000E-03,
Firmware,V1.18,
Time,29-Jun-15 15:03:31,
Mode,Detail,
Waveform Data,
-2.460000e-01,1.02e+00,
-2.440000e-01,1.06e+00,
-2.420000e-01,1.02e+00,
-2.400000e-01,1.04e+00,
-2.380000e-01,1.10e+00,
-2.360000e-01,1.08e+00,
-2.340000e-01,1.14e+00,
-2.320000e-01,1.12e+00,
-2.300000e-01,1.08e+00,
-2.280000e-01,1.12e+00,
-2.260000e-01,1.08e+00,
-2.240000e-01,1.12e+00,
-2.220000e-01,1.08e+00,
-2.200000e-01,1.12e+00,
-2.180000e-01,1.08e+00,
-2.160000e-01,1.16e+00,
-2.140000e-01,1.10e+00,
-2.120000e-01,1.14e+00,
-2.100000e-01,1.10e+00,
-2.080000e-01,1.14e+00,
-2.060000e-01,1.06e+00,
-2.040000e-01,1.10e+00,
-2.020000e-01,1.04e+00,
-2.000000e-01,1.08e+00,
-1.980000e-01,1.04e+00,
-1.960000e-01,1.08e+00,
-1.940000e-01,1.04e+00,
-1.920000e-01,1.08e+00,
-1.900000e-01,1.00e+00,
-1.880000e-01,1.02e+00,
-1.860000e-01,9.60e-01,
-1.840000e-01,9.80e-01,
-1.820000e-01,9.40e-01,
-1.800000e-01,9.60e-01,
-1.780000e-01,9.20e-01,
-1.760000e-01,9.60e-01,
-1.740000e-01,9.20e-01,
-1.720000e-01,9.60e-01,
-1.700000e-01,9.00e-01,
-1.680000e-01,9.40e-01,
-1.660000e-01,8.80e-01,
-1.640000e-01,9.00e-01,
-1.620000e-01,8.60e-01,
-1.600000e-01,8.80e-01,
-1.580000e-01,8.40e-01,
-1.560000e-01,8.40e-01,
-1.540000e-01,9.00e-01,
-1.520000e-01,8.80e-01,
-1.500000e-01,8.20e-01,
-1.480000e-01,8.60e-01,
-1.460000e-01,8.00e-01,
-1.440000e-01,8.40e-01,
-1.420000e-01,8.00e-01,
-1.400000e-01,8.40e-01,
-1.380000e-01,8.00e-01,
-1.360000e-01,8.60e-01,
-1.340000e-01,8.20e-01,
-1.320000e-01,8.80e-01,
-1.300000e-01,8.20e-01,
-1.280000e-01,8.60e-01,
-1.260000e-01,8.20e-01,
-1.240000e-01,8.40e-01,
-1.220000e-01,8.20e-01,
-1.200000e-01,8.20e-01,
-1.180000e-01,9.00e-01,
-1.160000e-01,8.80e-01,
-1.140000e-01,9.20e-01,
-1.120000e-01,9.40e-01,
-1.100000e-01,9.00e-01,
-1.080000e-01,9.40e-01,
-1.060000e-01,9.00e-01,
-1.040000e-01,9.40e-01,
-1.020000e-01,9.00e-01,
-1.000000e-01,9.00e-01,
-9.800000e-02,9.60e-01,
-9.600000e-02,9.20e-01,
-9.400000e-02,9.80e-01,
-9.200000e-02,9.80e-01,
-9.000000e-02,9.20e-01,
-8.800000e-02,9.60e-01,
-8.600000e-02,9.00e-01,
-8.400000e-02,9.40e-01,
-8.200000e-02,9.00e-01,
-8.000000e-02,9.00e-01,
-7.800000e-02,9.60e-01,
-7.600000e-02,9.20e-01,
-7.400000e-02,9.80e-01,
-7.200000e-02,9.80e-01,
-7.000000e-02,9.40e-01,
-6.800000e-02,9.60e-01,
-6.600000e-02,9.00e-01,
-6.400000e-02,9.40e-01,
-6.200000e-02,9.00e-01,
-6.000000e-02,9.60e-01,
-5.800000e-02,9.00e-01,
-5.600000e-02,9.20e-01,
-5.400000e-02,1.00e+00,
-5.200000e-02,9.80e-01,
-5.000000e-02,9.20e-01,
-4.800000e-02,9.80e-01,
-4.600000e-02,9.20e-01,
-4.400000e-02,9.40e-01,
-4.200000e-02,9.00e-01,
-4.000000e-02,9.40e-01,
-3.800000e-02,9.00e-01,
-3.600000e-02,9.60e-01,
-3.400000e-02,9.20e-01,
-3.200000e-02,9.60e-01,
-3.000000e-02,9.20e-01,
-2.800000e-02,9.60e-01,
-2.600000e-02,9.00e-01,
-2.400000e-02,9.40e-01,
-2.200000e-02,9.00e-01,
-2.000000e-02,9.40e-01,
-1.800000e-02,9.00e-01,
-1.600000e-02,9.60e-01,
-1.400000e-02,9.20e-01,
-1.200000e-02,9.60e-01,
-1.000000e-02,9.00e-01,
-8.000000e-03,9.40e-01,
-6.000000e-03,9.00e-01,
-4.000000e-03,9.20e-01,
-2.000000e-03,8.80e-01,
0.000000e+00,9.40e-01,
2.000000e-03,9.00e-01,
4.000000e-03,9.00e-01,
6.000000e-03,9.60e-01,
8.000000e-03,9.60e-01,
1.000000e-02,9.20e-01,
1.200000e-02,9.60e-01,
1.400000e-02,9.00e-01,
1.600000e-02,9.40e-01,
1.800000e-02,9.00e-01,
2.000000e-02,9.00e-01,
2.200000e-02,9.60e-01,
2.400000e-02,9.80e-01,
2.600000e-02,9.40e-01,
2.800000e-02,9.80e-01,
3.000000e-02,9.40e-01,
3.200000e-02,9.60e-01,
3.400000e-02,9.20e-01,
3.600000e-02,9.40e-01,
3.800000e-02,9.00e-01,
4.000000e-02,9.40e-01,
4.200000e-02,9.00e-01,
4.400000e-02,9.60e-01,
4.600000e-02,9.20e-01,
4.800000e-02,9.60e-01,
5.000000e-02,9.20e-01,
5.200000e-02,9.60e-01,
5.400000e-02,9.00e-01,
5.600000e-02,9.40e-01,
5.800000e-02,9.00e-01,
6.000000e-02,9.00e-01,
6.200000e-02,9.60e-01,
6.400000e-02,9.20e-01,
6.600000e-02,9.80e-01,
6.800000e-02,9.80e-01,
7.000000e-02,9.40e-01,
7.200000e-02,9.80e-01,
7.400000e-02,9.40e-01,
7.600000e-02,9.80e-01,
7.800000e-02,9.40e-01,
8.000000e-02,9.40e-01,
8.200000e-02,1.00e+00,
8.400000e-02,9.60e-01,
8.600000e-02,1.02e+00,
8.800000e-02,1.02e+00,
9.000000e-02,9.60e-01,
9.200000e-02,1.00e+00,
9.400000e-02,9.40e-01,
9.600000e-02,9.60e-01,
9.800000e-02,9.20e-01,
1.000000e-01,9.20e-01,
1.020000e-01,9.80e-01,
1.040000e-01,1.00e+00,
1.060000e-01,9.60e-01,
1.080000e-01,1.02e+00,
1.100000e-01,9.60e-01,
1.120000e-01,1.00e+00,
1.140000e-01,9.60e-01,
1.160000e-01,9.80e-01,
1.180000e-01,9.20e-01,
1.200000e-01,9.40e-01,
1.220000e-01,1.00e+00,
1.240000e-01,1.00e+00,
1.260000e-01,9.60e-01,
1.280000e-01,1.00e+00,
1.300000e-01,9.60e-01,
1.320000e-01,1.00e+00,
1.340000e-01,9.40e-01,
1.360000e-01,9.60e-01,
1.380000e-01,9.20e-01,
1.400000e-01,9.20e-01,
1.420000e-01,9.80e-01,
1.440000e-01,9.60e-01,
1.460000e-01,1.02e+00,
1.480000e-01,1.02e+00,
1.500000e-01,9.80e-01,
1.520000e-01,1.02e+00,
1.540000e-01,9.80e-01,
1.560000e-01,1.02e+00,
1.580000e-01,9.60e-01,
1.600000e-01,1.02e+00,
1.620000e-01,9.80e-01,
1.640000e-01,1.04e+00,
1.660000e-01,1.00e+00,
1.680000e-01,1.04e+00,
1.700000e-01,1.00e+00,
1.720000e-01,1.02e+00,
1.740000e-01,9.80e-01,
1.760000e-01,1.00e+00,
1.780000e-01,9.60e-01,
1.800000e-01,1.02e+00,
1.820000e-01,9.60e-01,
1.840000e-01,1.02e+00,
1.860000e-01,9.80e-01,
1.880000e-01,1.04e+00,
1.900000e-01,9.80e-01,
1.920000e-01,1.02e+00,
1.940000e-01,9.60e-01,
1.960000e-01,1.00e+00,
1.980000e-01,9.60e-01,
2.000000e-01,1.00e+00,
2.020000e-01,9.40e-01,
2.040000e-01,1.00e+00,
2.060000e-01,9.60e-01,
2.080000e-01,1.00e+00,
2.100000e-01,9.20e-01,
2.120000e-01,9.60e-01,
2.140000e-01,9.00e-01,
2.160000e-01,9.20e-01,
2.180000e-01,8.80e-01,
2.200000e-01,9.20e-01,
2.220000e-01,8.80e-01,
2.240000e-01,9.40e-01,
2.260000e-01,9.00e-01,
2.280000e-01,9.40e-01,
2.300000e-01,8.80e-01,
2.320000e-01,9.20e-01,
2.340000e-01,8.80e-01,
2.360000e-01,9.00e-01,
2.380000e-01,8.60e-01,
2.400000e-01,8.80e-01,
2.420000e-01,9.40e-01,
2.440000e-01,9.40e-01,
2.460000e-01,9.00e-01,
2.480000e-01,9.40e-01,
2.500000e-01,9.00e-01,
2.520000e-01,9.40e-01,
2.540000e-01,8.80e-01,
2.560000e-01,9.20e-01,
2.580000e-01,8.80e-01,
2.600000e-01,8.80e-01,
2.620000e-01,9.40e-01,
2.640000e-01,9.40e-01,
2.660000e-01,9.00e-01,
2.680000e-01,9.40e-01,
2.700000e-01,9.00e-01,
2.720000e-01,9.40e-01,
2.740000e-01,9.00e-01,
2.760000e-01,9.40e-01,
2.780000e-01,9.00e-01,
2.800000e-01,9.00e-01,
2.820000e-01,9.80e-01,
2.840000e-01,9.60e-01,
2.860000e-01,1.04e+00,
2.880000e-01,1.00e+00,
2.900000e-01,1.10e+00,
2.920000e-01,1.08e+00,
2.940000e-01,1.18e+00,
2.960000e-01,1.16e+00,
2.980000e-01,1.40e+00,
3.000000e-01,1.38e+00,
3.020000e-01,1.72e+00,
3.040000e-01,1.70e+00,
3.060000e-01,1.94e+00,
3.080000e-01,1.96e+00,
3.100000e-01,1.88e+00,
3.120000e-01,1.92e+00,
3.140000e-01,1.66e+00,
3.160000e-01,1.68e+00,
3.180000e-01,1.34e+00,
3.200000e-01,1.36e+00,
3.220000e-01,1.12e+00,
3.240000e-01,1.14e+00,
3.260000e-01,1.02e+00,
3.280000e-01,1.04e+00,
3.300000e-01,9.00e-01,
3.320000e-01,9.40e-01,
3.340000e-01,8.20e-01,
3.360000e-01,8.40e-01,
3.380000e-01,7.60e-01,
3.400000e-01,7.80e-01,
3.420000e-01,7.40e-01,
3.440000e-01,7.80e-01,
3.460000e-01,7.40e-01,
3.480000e-01,7.80e-01,
3.500000e-01,7.20e-01,
3.520000e-01,7.60e-01,
3.540000e-01,7.20e-01,
3.560000e-01,7.60e-01,
3.580000e-01,7.20e-01,
3.600000e-01,7.40e-01,
3.620000e-01,8.00e-01,
3.640000e-01,7.80e-01,
3.660000e-01,8.40e-01,
3.680000e-01,8.60e-01,
3.700000e-01,8.20e-01,
3.720000e-01,8.20e-01,
3.740000e-01,8.80e-01,
3.760000e-01,8.40e-01,
3.780000e-01,9.00e-01,
3.800000e-01,8.60e-01,
3.820000e-01,9.40e-01,
3.840000e-01,9.00e-01,
3.860000e-01,9.60e-01,
3.880000e-01,9.60e-01,
3.900000e-01,9.20e-01,
3.920000e-01,9.60e-01,
3.940000e-01,9.20e-01,
3.960000e-01,9.60e-01,
3.980000e-01,9.20e-01,
4.000000e-01,9.20e-01,
4.020000e-01,9.80e-01,
4.040000e-01,9.40e-01,
4.060000e-01,1.02e+00,
4.080000e-01,1.02e+00,
4.100000e-01,9.60e-01,
4.120000e-01,1.00e+00,
4.140000e-01,9.60e-01,
4.160000e-01,9.80e-01,
4.180000e-01,9.40e-01,
4.200000e-01,1.00e+00,
4.220000e-01,9.60e-01,
4.240000e-01,1.02e+00,
4.260000e-01,9.80e-01,
4.280000e-01,1.02e+00,
4.300000e-01,9.80e-01,
4.320000e-01,1.02e+00,
4.340000e-01,9.60e-01,
4.360000e-01,1.00e+00,
4.380000e-01,9.60e-01,
4.400000e-01,9.60e-01,
4.420000e-01,1.02e+00,
4.440000e-01,9.80e-01,
4.460000e-01,1.04e+00,
4.480000e-01,1.04e+00,
4.500000e-01,1.00e+00,
4.520000e-01,1.04e+00,
4.540000e-01,1.00e+00,
4.560000e-01,1.02e+00,
4.580000e-01,1.00e+00,
4.600000e-01,1.04e+00,
4.620000e-01,1.00e+00,
4.640000e-01,1.02e+00,
4.660000e-01,1.08e+00,
4.680000e-01,1.08e+00,
4.700000e-01,1.04e+00,
4.720000e-01,1.08e+00,
4.740000e-01,1.02e+00,
4.760000e-01,1.06e+00,
4.780000e-01,1.02e+00,
4.800000e-01,1.02e+00,
4.820000e-01,1.08e+00,
4.840000e-01,1.06e+00,
4.860000e-01,1.12e+00,
4.880000e-01,1.14e+00,
4.900000e-01,1.10e+00,
4.920000e-01,1.14e+00,
4.940000e-01,1.10e+00,
4.960000e-01,1.14e+00,
4.980000e-01,1.10e+00,
5.000000e-01,1.12e+00,
5.020000e-01,1.20e+00,
5.040000e-01,1.16e+00,
5.060000e-01,1.22e+00,
5.080000e-01,1.22e+00,
5.100000e-01,1.18e+00,
5.120000e-01,1.22e+00,
5.140000e-01,1.18e+00,
5.160000e-01,1.22e+00,
5.180000e-01,1.18e+00,
5.200000e-01,1.22e+00,
5.220000e-01,1.18e+00,
5.240000e-01,1.18e+00,
5.260000e-01,1.24e+00,
5.280000e-01,1.24e+00,
5.300000e-01,1.18e+00,
5.320000e-01,1.22e+00,
5.340000e-01,1.12e+00,
5.360000e-01,1.14e+00,
5.380000e-01,1.10e+00,
5.400000e-01,1.08e+00,
5.420000e-01,1.14e+00,
5.440000e-01,1.12e+00,
5.460000e-01,1.08e+00,
5.480000e-01,1.12e+00,
5.500000e-01,1.06e+00,
5.520000e-01,1.10e+00,
5.540000e-01,1.00e+00,
5.560000e-01,1.02e+00,
5.580000e-01,9.60e-01,
5.600000e-01,9.80e-01,
5.620000e-01,9.40e-01,
5.640000e-01,9.80e-01,
5.660000e-01,9.40e-01,
5.680000e-01,9.80e-01,
5.700000e-01,9.20e-01,
5.720000e-01,9.40e-01,
5.740000e-01,8.80e-01,
5.760000e-01,9.20e-01,
5.780000e-01,8.80e-01,
5.800000e-01,9.20e-01,
5.820000e-01,8.80e-01,
5.840000e-01,9.20e-01,
5.860000e-01,8.80e-01,
5.880000e-01,9.20e-01,
5.900000e-01,8.80e-01,
5.920000e-01,9.20e-01,
5.940000e-01,8.60e-01,
5.960000e-01,9.00e-01,
5.980000e-01,8.60e-01,
6.000000e-01,8.60e-01,
6.020000e-01,9.20e-01,
6.040000e-01,9.40e-01,
6.060000e-01,9.00e-01,
6.080000e-01,9.60e-01,
6.100000e-01,9.00e-01,
6.120000e-01,9.60e-01,
6.140000e-01,9.00e-01,
6.160000e-01,9.40e-01,
6.180000e-01,9.00e-01,
6.200000e-01,9.00e-01,
6.220000e-01,9.80e-01,
6.240000e-01,9.40e-01,
6.260000e-01,1.02e+00,
6.280000e-01,1.04e+00,
6.300000e-01,1.00e+00,
6.320000e-01,1.04e+00,
6.340000e-01,1.00e+00,
6.360000e-01,1.02e+00,
6.380000e-01,9.80e-01,
6.400000e-01,9.80e-01,
6.420000e-01,1.04e+00,
6.440000e-01,1.04e+00,
6.460000e-01,1.00e+00,
6.480000e-01,1.04e+00,
6.500000e-01,1.00e+00,
6.520000e-01,1.04e+00,
6.540000e-01,9.80e-01,
6.560000e-01,1.02e+00,
6.580000e-01,9.60e-01,
6.600000e-01,1.02e+00,
6.620000e-01,9.60e-01,
6.640000e-01,1.02e+00,
6.660000e-01,9.80e-01,
6.680000e-01,1.02e+00,
6.700000e-01,9.80e-01,
6.720000e-01,1.02e+00,
6.740000e-01,9.60e-01,
6.760000e-01,9.80e-01,
6.780000e-01,9.40e-01,
6.800000e-01,9.80e-01,
6.820000e-01,9.40e-01,
6.840000e-01,1.00e+00,
6.860000e-01,9.60e-01,
6.880000e-01,1.00e+00,
6.900000e-01,9.60e-01,
6.920000e-01,1.00e+00,
6.940000e-01,9.40e-01,
6.960000e-01,9.60e-01,
6.980000e-01,9.20e-01,
7.000000e-01,9.80e-01,
7.020000e-01,9.40e-01,
7.040000e-01,9.60e-01,
7.060000e-01,1.02e+00,
7.080000e-01,1.02e+00,
7.100000e-01,9.80e-01,
7.120000e-01,1.04e+00,
7.140000e-01,9.80e-01,
7.160000e-01,1.00e+00,
7.180000e-01,9.60e-01,
7.200000e-01,9.60e-01,
7.220000e-01,1.02e+00,
7.240000e-01,1.04e+00,
7.260000e-01,9.80e-01,
7.280000e-01,1.02e+00,
7.300000e-01,9.60e-01,
7.320000e-01,1.00e+00,
7.340000e-01,9.40e-01,
7.360000e-01,9.80e-01,
7.380000e-01,9.20e-01,
7.400000e-01,9.20e-01,
7.420000e-01,9.80e-01,
7.440000e-01,9.40e-01,
7.460000e-01,1.00e+00,
7.480000e-01,1.00e+00,
7.500000e-01,9.60e-01,
7.520000e-01,9.80e-01,
7.540000e-01,9.20e-01,
7.560000e-01,9.60e-01,
7.580000e-01,9.20e-01,
7.600000e-01,9.20e-01,
7.620000e-01,9.80e-01,
7.640000e-01,9.40e-01,
7.660000e-01,1.00e+00,
7.680000e-01,1.00e+00,
7.700000e-01,9.60e-01,
7.720000e-01,1.00e+00,
7.740000e-01,9.40e-01,
7.760000e-01,9.60e-01,
7.780000e-01,9.00e-01,
7.800000e-01,9.20e-01,
7.820000e-01,9.80e-01,
7.840000e-01,9.40e-01,
7.860000e-01,1.00e+00,
7.880000e-01,1.00e+00,
7.900000e-01,9.60e-01,
7.920000e-01,9.80e-01,
7.940000e-01,9.20e-01,
7.960000e-01,9.60e-01,
7.980000e-01,9.00e-01,
8.000000e-01,9.60e-01,
8.020000e-01,9.00e-01,
8.040000e-01,9.20e-01,
8.060000e-01,9.80e-01,
8.080000e-01,9.80e-01,
8.100000e-01,9.20e-01,
8.120000e-01,9.80e-01,
8.140000e-01,9.00e-01,
8.160000e-01,9.40e-01,
8.180000e-01,9.00e-01,
8.200000e-01,9.60e-01,
8.220000e-01,9.00e-01,
8.240000e-01,9.20e-01,
8.260000e-01,9.80e-01,
8.280000e-01,1.00e+00,
8.300000e-01,9.60e-01,
8.320000e-01,9.80e-01,
8.340000e-01,9.40e-01,
8.360000e-01,9.60e-01,
8.380000e-01,9.20e-01,
8.400000e-01,9.60e-01,
8.420000e-01,9.20e-01,
8.440000e-01,9.80e-01,
8.460000e-01,9.40e-01,
8.480000e-01,1.00e+00,
8.500000e-01,9.40e-01,
8.520000e-01,9.80e-01,
8.540000e-01,9.20e-01,
8.560000e-01,9.60e-01,
8.580000e-01,9.20e-01,
8.600000e-01,9.60e-01,
8.620000e-01,9.20e-01,
8.640000e-01,9.40e-01,
8.660000e-01,1.00e+00,
8.680000e-01,1.02e+00,
8.700000e-01,9.60e-01,
8.720000e-01,1.00e+00,
8.740000e-01,9.60e-01,
8.760000e-01,9.80e-01,
8.780000e-01,9.40e-01,
8.800000e-01,9.60e-01,
8.820000e-01,1.02e+00,
8.840000e-01,9.80e-01,
8.860000e-01,1.04e+00,
8.880000e-01,1.04e+00,
8.900000e-01,1.00e+00,
8.920000e-01,1.04e+00,
8.940000e-01,9.80e-01,
8.960000e-01,1.02e+00,
8.980000e-01,9.80e-01,
9.000000e-01,9.80e-01,
9.020000e-01,1.04e+00,
9.040000e-01,1.04e+00,
9.060000e-01,1.00e+00,
9.080000e-01,1.06e+00,
9.100000e-01,1.02e+00,
9.120000e-01,1.06e+00,
9.140000e-01,1.00e+00,
9.160000e-01,1.04e+00,
9.180000e-01,1.00e+00,
9.200000e-01,1.04e+00,
9.220000e-01,1.00e+00,
9.240000e-01,1.04e+00,
9.260000e-01,1.00e+00,
9.280000e-01,1.04e+00,
9.300000e-01,1.00e+00,
9.320000e-01,1.02e+00,
9.340000e-01,9.80e-01,
9.360000e-01,1.00e+00,
9.380000e-01,9.40e-01,
9.400000e-01,9.80e-01,
9.420000e-01,9.40e-01,
9.440000e-01,1.00e+00,
9.460000e-01,9.60e-01,
9.480000e-01,1.00e+00,
9.500000e-01,9.60e-01,
9.520000e-01,9.80e-01,
9.540000e-01,9.20e-01,
9.560000e-01,9.60e-01,
9.580000e-01,9.00e-01,
9.600000e-01,9.40e-01,
9.620000e-01,9.00e-01,
9.640000e-01,9.60e-01,
9.660000e-01,9.20e-01,
9.680000e-01,9.60e-01,
9.700000e-01,9.20e-01,
9.720000e-01,9.60e-01,
9.740000e-01,9.00e-01,
9.760000e-01,9.40e-01,
9.780000e-01,8.80e-01,
9.800000e-01,9.40e-01,
9.820000e-01,8.80e-01,
9.840000e-01,9.40e-01,
9.860000e-01,9.00e-01,
9.880000e-01,9.60e-01,
9.900000e-01,9.20e-01,
9.920000e-01,9.60e-01,
9.940000e-01,9.00e-01,
9.960000e-01,9.40e-01,
9.980000e-01,9.00e-01,
1.000000e+00,9.00e-01,
1.002000e+00,9.60e-01,
1.004000e+00,9.20e-01,
1.006000e+00,9.80e-01,
1.008000e+00,9.80e-01,
1.010000e+00,9.40e-01,
1.012000e+00,9.80e-01,
1.014000e+00,9.20e-01,
1.016000e+00,9.60e-01,
1.018000e+00,9.20e-01,
1.020000e+00,9.40e-01,
1.022000e+00,1.02e+00,
1.024000e+00,1.00e+00,
1.026000e+00,1.10e+00,
1.028000e+00,1.08e+00,
1.030000e+00,1.20e+00,
1.032000e+00,1.16e+00,
1.034000e+00,1.32e+00,
1.036000e+00,1.30e+00,
1.038000e+00,1.60e+00,
1.040000e+00,1.56e+00,
1.042000e+00,1.82e+00,
1.044000e+00,1.80e+00,
1.046000e+00,1.90e+00,
1.048000e+00,1.90e+00,
1.050000e+00,1.74e+00,
1.052000e+00,1.76e+00,
1.054000e+00,1.38e+00,
1.056000e+00,1.40e+00,
1.058000e+00,1.12e+00,
1.060000e+00,1.14e+00,
1.062000e+00,1.00e+00,
1.064000e+00,1.04e+00,
1.066000e+00,9.20e-01,
1.068000e+00,9.40e-01,
1.070000e+00,8.40e-01,
1.072000e+00,8.60e-01,
1.074000e+00,7.80e-01,
1.076000e+00,8.00e-01,
1.078000e+00,7.40e-01,
1.080000e+00,7.80e-01,
1.082000e+00,7.40e-01,
1.084000e+00,7.40e-01,
1.086000e+00,8.00e-01,
1.088000e+00,8.00e-01,
1.090000e+00,7.60e-01,
1.092000e+00,8.20e-01,
1.094000e+00,7.80e-01,
1.096000e+00,8.20e-01,
1.098000e+00,7.80e-01,
1.100000e+00,8.40e-01,
1.102000e+00,8.00e-01,
1.104000e+00,8.20e-01,
1.106000e+00,9.00e-01,
1.108000e+00,9.00e-01,
1.110000e+00,8.60e-01,
1.112000e+00,9.00e-01,
1.114000e+00,8.40e-01,
1.116000e+00,8.80e-01,
1.118000e+00,8.40e-01,
1.120000e+00,8.40e-01,
1.122000e+00,9.00e-01,
1.124000e+00,9.20e-01,
1.126000e+00,8.80e-01,
1.128000e+00,9.40e-01,
1.130000e+00,9.00e-01,
1.132000e+00,9.40e-01,
1.134000e+00,9.00e-01,
1.136000e+00,9.40e-01,
1.138000e+00,9.00e-01,
1.140000e+00,9.00e-01,
1.142000e+00,9.60e-01,
1.144000e+00,9.20e-01,
1.146000e+00,1.00e+00,
1.148000e+00,1.00e+00,
1.150000e+00,9.60e-01,
1.152000e+00,1.00e+00,
1.154000e+00,9.40e-01,
1.156000e+00,9.60e-01,
1.158000e+00,9.20e-01,
1.160000e+00,9.20e-01,
1.162000e+00,9.80e-01,
1.164000e+00,9.40e-01,
1.166000e+00,1.00e+00,
1.168000e+00,1.02e+00,
1.170000e+00,9.80e-01,
1.172000e+00,1.02e+00,
1.174000e+00,9.80e-01,
1.176000e+00,1.02e+00,
1.178000e+00,9.60e-01,
1.180000e+00,1.02e+00,
1.182000e+00,9.80e-01,
1.184000e+00,1.04e+00,
1.186000e+00,1.00e+00,
1.188000e+00,1.06e+00,
1.190000e+00,1.02e+00,
1.192000e+00,1.04e+00,
1.194000e+00,1.00e+00,
1.196000e+00,1.04e+00,
1.198000e+00,1.00e+00,
1.200000e+00,1.00e+00,
1.202000e+00,1.06e+00,
1.204000e+00,1.04e+00,
1.206000e+00,1.10e+00,
1.208000e+00,1.10e+00,
1.210000e+00,1.06e+00,
1.212000e+00,1.10e+00,
1.214000e+00,1.06e+00,
1.216000e+00,1.08e+00,
1.218000e+00,1.04e+00,
1.220000e+00,1.06e+00,
1.222000e+00,1.12e+00,
1.224000e+00,1.08e+00,
1.226000e+00,1.14e+00,
1.228000e+00,1.14e+00,
1.230000e+00,1.10e+00,
1.232000e+00,1.14e+00,
1.234000e+00,1.10e+00,
1.236000e+00,1.14e+00,
1.238000e+00,1.08e+00,
1.240000e+00,1.08e+00,
1.242000e+00,1.16e+00,
1.244000e+00,1.12e+00,
1.246000e+00,1.20e+00,
1.248000e+00,1.20e+00,
1.250000e+00,1.16e+00,
1.252000e+00,1.18e+00,
1.254000e+00,1.12e+00,
1.256000e+00,1.14e+00,
1.258000e+00,1.10e+00,
1.260000e+00,1.14e+00,
1.262000e+00,1.10e+00,
1.264000e+00,1.16e+00,
1.266000e+00,1.12e+00,
1.268000e+00,1.16e+00,
1.270000e+00,1.10e+00,
1.272000e+00,1.14e+00,
1.274000e+00,1.08e+00,
1.276000e+00,1.12e+00,
1.278000e+00,1.06e+00,
1.280000e+00,1.10e+00,
1.282000e+00,1.04e+00,
1.284000e+00,1.10e+00,
1.286000e+00,1.04e+00,
1.288000e+00,1.08e+00,
1.290000e+00,1.02e+00,
1.292000e+00,1.04e+00,
1.294000e+00,9.60e-01,
1.296000e+00,1.00e+00,
1.298000e+00,9.20e-01,
1.300000e+00,9.60e-01,
1.302000e+00,9.00e-01,
1.304000e+00,9.40e-01,
1.306000e+00,9.00e-01,
1.308000e+00,9.40e-01,
1.310000e+00,8.80e-01,
1.312000e+00,9.20e-01,
1.314000e+00,8.40e-01,
1.316000e+00,8.60e-01,
1.318000e+00,8.00e-01,
1.320000e+00,8.40e-01,
1.322000e+00,8.00e-01,
1.324000e+00,8.60e-01,
1.326000e+00,8.20e-01,
1.328000e+00,8.60e-01,
1.330000e+00,8.00e-01,
1.332000e+00,8.60e-01,
1.334000e+00,8.00e-01,
1.336000e+00,8.40e-01,
1.338000e+00,8.00e-01,
1.340000e+00,8.40e-01,
1.342000e+00,8.00e-01,
1.344000e+00,8.20e-01,
1.346000e+00,8.80e-01,
1.348000e+00,8.80e-01,
1.350000e+00,8.40e-01,
1.352000e+00,9.00e-01,
1.354000e+00,8.40e-01,
1.356000e+00,8.80e-01,
1.358000e+00,8.40e-01,
1.360000e+00,8.40e-01,
1.362000e+00,9.00e-01,
1.364000e+00,9.20e-01,
1.366000e+00,8.80e-01,
1.368000e+00,9.40e-01,
1.370000e+00,9.00e-01,
1.372000e+00,9.20e-01,
1.374000e+00,8.80e-01,
1.376000e+00,9.00e-01,
1.378000e+00,8.60e-01,
1.380000e+00,8.60e-01,
1.382000e+00,9.20e-01,
1.384000e+00,9.40e-01,
1.386000e+00,9.00e-01,
1.388000e+00,9.60e-01,
1.390000e+00,9.20e-01,
1.392000e+00,9.60e-01,
1.394000e+00,9.20e-01,
1.396000e+00,9.40e-01,
1.398000e+00,9.00e-01,
1.400000e+00,9.40e-01,
1.402000e+00,9.00e-01,
1.404000e+00,9.60e-01,
1.406000e+00,9.20e-01,
1.408000e+00,9.60e-01,
1.410000e+00,9.20e-01,
1.412000e+00,9.60e-01,
1.414000e+00,9.00e-01,
1.416000e+00,9.40e-01,
1.418000e+00,9.00e-01,
1.420000e+00,9.00e-01,
1.422000e+00,9.60e-01,
1.424000e+00,9.20e-01,
1.426000e+00,1.00e+00,
1.428000e+00,9.60e-01,
1.430000e+00,1.02e+00,
1.432000e+00,1.00e+00,
1.434000e+00,9.60e-01,
1.436000e+00,9.80e-01,
1.438000e+00,9.40e-01,
1.440000e+00,9.80e-01,
1.442000e+00,9.40e-01,
1.444000e+00,9.40e-01,
1.446000e+00,1.00e+00,
1.448000e+00,1.00e+00,
1.450000e+00,9.60e-01,
1.452000e+00,9.80e-01,
1.454000e+00,9.20e-01,
1.456000e+00,9.60e-01,
1.458000e+00,9.00e-01,
